"","SZAXPI003409.8","SZAXPI003410.3","SZAXPI003411.6","SZAXPI003412.1","SZAXPI003413.4","SZAXPI003414.3","SZAXPI003415.12","SZAXPI003416.4","SZAXPI003417.4","SZAXPI003418.8","SZAXPI003419.6","SZAXPI003420.4","SZAXPI003421.5","SZAXPI003422.11","SZAXPI003423.8","SZAXPI003424.12","SZAXPI003425.1","SZAXPI003426.11","SZAXPI003427.1","SZAXPI003428.6","SZAXPI003429.3","SZAXPI003430.5","SZAXPI003431.1","SZAXPI003432.12","SZAXPI003433.7","SZAXPI003434.7","SZAXPI003435.11","SZAXPI003436.7","SZAXPI003437.3","SZAXPI015209.133","SZAXPI015210.17","SZAXPI015211.166","SZAXPI015212.113","SZAXPI015213.15","SZAXPI015214.19","SZAXPI015215.20","SZAXPI015216.169","SZAXPI015217.140","SZAXPI015218.16","SZAXPI015219.129","SZAXPI015220.136","SZAXPI015221.142","SZAXPI015222.123","SZAXPI015223.158","SZAXPI015224.13","SZAXPI015225.18","SZAXPI015226.14","SZAXPI015227.13","SZAXPI015228.14","SZAXPI015229.15","SZAXPI015230.16","SZAXPI015231.17","SZAXPI015232.18","SZAXPI015233.19","SZAXPI015234.20","SZAXPI015235.21","SZAXPI015237.23","SZAXPI015238.24","SZAXPI015239.25","SZAXPI015240.26","SZAXPI015241.27","SZAXPI015242.30","SZAXPI015243.31","SZAXPI015244.32","SZAXPI015245.33","SZAXPI015246.34","SZAXPI015247.35","SZAXPI015248.36","SZAXPI015249.37","SZAXPI015250.39","SZAXPI015251.41","SZAXPI015252.43","SZAXPI015253.44","SZAXPI015254.45","SZAXPI015255.46","SZAXPI015256.47","SZAXPI015257.56","SZAXPI015258.57","SZAXPI015259.62","SZAXPI015260.74","SZAXPI015261.75","SZAXPI015262.79","SZAXPI015263.84","SZAXPI015264.87","SZAXPI015265.88","SZAXPI015266.89","SZAXPI015267.102","SZAXPI015268.109","SZAXPI015269.94","SZAXPI015270.90","SZAXPI015271.93","SZAXPI015272.108","SZAXPI015273.95","SZAXPI015274.111","SZAXPI017451.16","SZAXPI017452.17","SZAXPI017453.19","SZAXPI017454.20","SZAXPI017455.21","SZAXPI017456.23","SZAXPI017457.24","SZAXPI017458.25","SZAXPI017459.26","SZAXPI017460.27","SZAXPI017461.32","SZAXPI017462.33","SZAXPI017463.36","SZAXPI017464.37","SZAXPI017465.43","SZAXPI017466.84","SZAXPI017467.87","SZAXPI017468.88","SZAXPI017580.90","SZAXPI017581.93","SZAXPI017582.94","SZAXPI017583.102","SZAXPI017584.108","SZAXPI017585.109","SZAXPI017586.111","SZAXPI017587.113","SZAXPI017588.123","SZAXPI017589.133","SZAXPI017590.136","SZAXPI017591.140","SZAXPI017592.142","SZAXPI017593.158","SZAXPI017594.166","SZAXPI017595.169"
"Fusobacterium",0,0.40064,0.07395,0.0272,0,0,0,0.35092,0.27815,0.05461,0.00553,0,0,2.55086,0.01697,0,0,0,7.6776,1.61452,0.00981,0,0.09836,0,0.00356,0.05638,0.23877,0,0.01821,1.07923,0.00866,0.10639,0,0.05955,13.92729,0,0.00396,0.18199,1.0836,0.02676,0.00111,0.05178,6.11701,0.0014,0,0,0.37931,0,0.01657,0,0,0,1.8804,0,0,0,2.45641,0,0,0.00058,0,0,0,0,0,0,0,0,0,0.08682,0,0,0,0.20936,0,2.40636,0,0,0.01127,0.00494,0,0,0,0,0,0,0,0,0,0,0,0,0.13906,0,0,0.00839,0.01813,0.58849,0,0,0,0.00529,0,0,1.3833,0.0199,0.37511,1.05464,0,0.3196,0,0.19737,0.13637,0.28247,1.12733,0.48756,0.02672,0.62741,0.8,0.06465,0.09885,0.09393,0,0,0,0.00482,0.10578,0.83844
"Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0
"Sneathia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231,0,0.00554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lautropia",0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402,0,0,0,0,0,0,0,0.86242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01018,0,0,0,0,0,0,0
"Oxalobacter",0.16546,0.04495,0,0.22383,0,0,0,0,0.00227,0,0,0,0.14269,0.00401,0,0,0,0,0,0,0,0,0,0,0.7369,0,0.08078,0.05918,0,0,0,0.01359,0,0,0.10584,0,0.34731,0.08202,1.69438,0,0,0.05549,0,0.05248,0,0.16711,0,0.01155,0,0,0,0,0,0,1.27188,0,0,0,0,0,0,0,0.15887,0.01019,0,0,0,0,0,0.04859,0.01157,0,0.20023,0.00815,0,0,0,0,0,0,0,0,0.22982,0,0,0.01773,0,0.25306,0,0.01506,0,0.00775,0,0.03626,0,0,0,0,0,0.04867,0,0,0,0,0.02028,0,0,0,0,0.15079,0.1217,0,0,0,0,0.04702,0,0.05399,0,0,0,0,0,0,0,0.22958,0,0.02877
"Parasutterella",0,0.00032,0,0,0,0,0,0,0.05059,0.64135,0.17176,0,0,0.04738,0,0,0,0,0,0,1.06372,0,0,0,0,0,0,0,0,0,0,0.02243,0.02286,0,0,0,0,0,0,0,0,0,0.04531,0,0.01534,0,0,0,0,0,0,0,0,0.06788,0,0.01479,0.25004,0,0.36887,0,0,0.00855,0.00462,0,0,0,0.19212,0,0.06972,0,0.04421,0.00078,0.01459,0.19057,0.16077,0,0,0.00447,0.20277,0,0,0.98233,0,0.35526,0.14812,0,0,0.61797,0,0.01181,0.10398,0.00285,0,0,0,0,0,0,0,0,0.51275,0.35416,0,0,4.73315,1.48771,0,0,0,0.35072,0,0,0.09935,0,0.26779,0,0.16012,0,0,0,0.03144,0,0,0,0,0,0,0
"Turicimonas",0,0,0,0,0,0,0,0,0.1073,0.07391,0.43691,0,0,0,0,0,0,0,0.24836,0,0.18156,0,0,0,0,0,0,0,0,0,0,0,0.0291,0,0,0,0.00372,0,0,0,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0.00791,0,0,0.04406,0,0.02857,0,0,0,0,0,0,0,0.04816,0,0.02205,0,0.01168,0,0.00189,0.22634,0.0197,0,0,0,0.09299,0,0,0.07884,0,0.14292,0.21182,0,0,0.06557,0,0,0.00963,0,0,0,0,0,0,0,0,0,0.03906,0.04128,0,0,0.26087,0.01946,0,0,0,0.03633,0.00149,0,0,0,0.05208,0,0.02779,0,0,0,0.00517,0,0,0,0,0,0,0
"Eikenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09403,0,0,0.01048,0.00728,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612,0.0283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02385,0,0,0,0,0,0,0
"Bilophila",0.07825,0.02487,0.00557,0.44646,0.12508,0.34374,0,0.02733,0.07875,0.18703,0.14786,0.35119,0.05803,0.53895,0.01709,0,0.52387,0.16143,0.49423,0,0.36643,0,0.20376,0.01935,0.41783,0.12755,0.04937,0.16024,0.02534,0.52076,0.0028,0.34392,0.00116,0.09724,0.90699,0.16159,0.31356,0,0.32737,0,0,0.00651,0.11432,0.0053,0.02529,0.09185,0.0425,0.0135,0.0915,0.00014,0.04457,0.07769,0.21412,0.23615,0.04694,0,0.31134,0.0174,0.04104,0.17179,0.12454,0.0478,0.02261,0.0703,0.02681,0.05881,0,0.00927,0,0.08032,0.05704,0,0.02564,0.08136,0.01733,0.08287,0.05637,0.0053,0.00188,0.02802,0.10509,0.40701,0.10335,0,0.17576,0.13143,0.04061,0.18832,0.03271,0.01584,0.01169,0,0.10703,0,0,0.01189,0.08489,0.02801,0,0.00086,0.16597,0.00324,0.59518,0.07264,1.33776,0.11974,0.10568,0.07389,0,0.0883,0.05098,0,0.31515,0,0.23252,0.14458,0.08042,0.08978,0.05676,0.10932,0.15286,0,0.14492,0.02914,0,0.04226,0.06949,0.55408
"Desulfovibrio",1.66218,0.73417,0.07332,0,0,0,0,0,0.18463,0,0,1.01285,0,1.09128,0,0,0,0,0.00418,0.01528,0,0,0,0,0.46563,0,0.48429,0,0,0,0.00512,0,0,0,0,0,0,0,1.14548,0,0.28073,0.02449,0,0,0.00051,0.72413,0,3.53943,0.0032,0,0,0,0,0,0.46973,0,0,0,0,0,0,0.22857,1.25326,0.79414,0,0,0,0,0,0.48094,0.94884,0,0,0,0.12771,0,0,0,0,0.30944,0.90703,0,0,0.00263,0,0,0.62674,1.22894,1.20971,0.07727,0,0,0,0,0,0,0,0,0,0.0501,0,0.15566,0,0.7852,0,0,0,0,0,0.444,0,0,0,0.16067,0,0,0,0,0.19174,0,0,0.2568,0.13859,0.37318,0.04101,0.2828,0,0
"Campylobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762,0,0,0,0,0,0,0,0,0,0,0,0,0.00594,0,0,0,0,0,0,0,0,0,0,0.05696,0.02857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528,0,0,0,0,0,0,0,0,0,0.00314,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0.00721,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,0,0,0,0,0,0
"Aeromonas",0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerobiospirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succinatimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shewanella",0,0,0,0,0,0,0,0.00652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium",0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844,0,0,0,0
"Atlantibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0,0,0,0,0
"Citrobacter",0.02971,0,0,0,0,0,0,0,0,0,0,0,0.00222,3.5147,0,0,0,0,0.01542,0.04238,0,0,0,0,0,0.04588,0,0,0.0197,0,0,0.00626,0.01214,0,0.00632,0,0,0,0,0,0,0,0,0,0,0,1.15307,0.04465,0,0,0,0,0,0,0.04959,0,0,0,0.02288,0,0,0,0,0,0,0,0,0,0,0,0.00503,0,0.51443,0,0,0,0,0,0,0.09086,0,0,0,0,0,0,0,0.12299,0,0,0.11799,0,0,0,0.1274,0,0,0,0,0,0,0,0,0,0,0.38947,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0.06365,0.14239,0,0,0,0,0,0
"Enterobacter",0,0,0,0,0,0,0,0,0,0,0,0.03244,0,0.0791,0,0,0,0,0,0,0,0,0.01021,0,0,0,0,0,0,0,0,0,0.01802,0,0,0,0,0,0,0,0,0,0.0074,0,0.00148,0,0,0.27067,0.00075,0,0,0,0,0,0,0,0,0,0,0,0.00079,0,0.02065,0,0,0,0.02992,0,0.02848,0,0,0.01823,0,0,0.01436,0,0,0.00325,0,0,0,0,0.00366,0,0,0,0,0,0,0,0.02034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24016,0.04547,0,0,0,0,0,0,0
"Escherichia",20.176,0.34416,0.33701,0.81837,0.2009,1.97896,9.62665,0.56901,36.66533,6.80878,0.00822,0.18371,3.13313,0.83061,0.28812,0.13961,9.66437,31.95467,0.96879,2.61095,0.44933,0.27432,0.30599,80.42088,0.93466,0.80183,0.50992,1.08074,6.47656,0.15831,1.25771,0.92509,0.26864,0.02298,2.00996,1.0164,0.04543,0.23416,1.26276,3.52229,0.00653,0.04404,0.57413,0.00912,0.45266,0.30861,0.49684,2.02556,0.14513,44.01904,0.0257,1.43807,9.11765,0.72795,5.32022,1.11259,1.75407,36.07376,0.14686,0.43572,4.90698,1.42968,46.27312,5.77018,0,0.23848,0.71059,0.78457,0.49818,0.17135,2.417,0.12614,2.6527,0.43626,0.84286,0.07417,0.58891,0.09976,1.37596,43.06855,0.6369,0.00674,0.25285,0,0.057,0.0041,72.35953,0.36817,0.46508,0.00167,0.01947,0.00419,0.10751,9.01938,26.35521,0.06186,8.49078,0.50651,0.10957,13.33686,0.06608,1.34313,0.00303,0,0.9404,0.02001,0.03892,0.01096,0.33712,0.13792,0.08652,0,0,2.97275,0.94303,0.08031,0.83803,0,0.34138,4.31139,7.31082,0.03634,38.71746,0.06352,3.2588,0.15235,0.08171,37.85445
"Klebsiella",0.45675,5.77717,0,0.02588,0.35917,0.27114,0.04309,0.00213,0.34849,27.63322,0.00869,0.82739,0.26677,6.34073,0.23238,0.00799,0.34172,7.60647,0.04139,0.09415,0.12685,0,1.13057,0.02228,0.06389,0.68449,0.29304,0,0.01522,0,0,0,1.78416,5.42606,1.598,0.19069,0.00909,0,0.06178,0,0.00912,0.00761,0.00994,0,0.24636,2.08628,0.00317,1.46514,0.00973,52.54736,0.00282,0.22934,0.46862,1.1066,0.17544,0.85147,0.00283,0,0.07705,0.43999,0.24743,0,0.30619,0.07533,0.46672,1.08803,7.36675,0.09463,0.16931,0.139,1.0349,0.09053,0.16859,0,7.63126,0,0,0.17271,0.0136,0.45308,0,0,0.00304,0,0,0,0.9727,0.59774,0,0,0,0,0.03451,0,2.83434,0.08588,0.03976,21.59288,0,0.8486,0.01591,0,0,0,0,0.18007,0.02078,0.02047,0.00828,0.0261,0.04618,3.10723,0,0,0,0,0.0938,8.73318,0.01314,2.95062,1.48036,0,0,0,0,0.13,0.00462,3.62943
"Kluyvera",0.17491,0,0,0,0,0,0,0,0,0,0,0,0,0.01367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242,0,0,0,0,0,0,0,0.00414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0,0,0,0,0,0.00653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688,0,0.01493
"Pluralibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01933,0,0,0,0,0,0,0,0
"Raoultella",0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.01294,0,0,0,0,0,0,0,0,0,0,0,0.02579,0,0,0,0,0,0,0,0,0,0,0,0,0.02246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edwardsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hafnia",0,0,0,0,0,0,0,0,0,0,0,0.01282,0,0.0939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella",0.00599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73753
"Proteus",0.29636,0,0,0,0,0,0,0,0,0,0,0,0.00637,0,0,0,0,0,0,0.08869,0,0,0,0,0,0.00819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serratia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aggregatibacter",0,0,0,0,0,0,0,0.01958,0,0,0,0,0,0.02933,0.03855,0,0,0,0,0,0,0,0,0,0,0.00165,0,0,0,0,0,0.00212,0,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963,0,0,0,0,0,0,0,0,0,0,0,0,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05851,0,0,0,0.00273,0,0,0,0,0.00548,0,0,0,0.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385,0,0,0,0,0,0
"Haemophilus",0,0.2498,0.00123,0,0.01239,0,0,0.00559,0,0.74987,0.00064,0.00908,0,0,0.00608,0.0877,0.00099,0,0,0,0.04128,0.02367,0,0,0.09039,0,0.00833,0.00423,0,0,0,0,0.61895,0.02848,0.02061,0,0,0,0,0,0.01554,0.06749,0,0,0.09967,0.00109,0.66995,0,0.01389,0,0.00789,0.12872,0.00414,0,0,0.7185,0.00486,0.00066,0.00559,0.01109,0.06038,0.00089,0.0042,0,0.55687,0.41221,0.31087,0.00311,0,0.00269,0.01095,0.47561,0,0.16958,0.27852,0,0.0154,0.57475,0.86424,0.46337,0.07217,0,0,0,0.01052,0.18394,0,0.07792,0.00562,0.0389,0,0,1.13766,0.04276,0,0.06185,0,0.07126,0.0393,0.1804,0.03443,0.55124,0.00133,0,0.12415,0.03637,0,0,0.00084,0,0.15757,0,0,0,0.00802,0.09165,0.03275,0,0.31285,0.0032,0.47488,0,0,0.00447,0,0.00362,0,0
"Pseudomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema",0,0,0,0,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
